HashId,ChainId,ChainName,ParentChainId,ParentChainName,StoreName,StoreNumber,Address,Address2,City,State,PostalCode,Country,Latitude,Longitude,GeoAccuracy,PhoneNumber,status_norm,open_date,close_date,SiteId,Label,DistributorName,StoreType,us_locationcount_latest,ScrapeDate
566-97748366f11c4807abf97206d95e4240-2b475e20807060f188987d3b073b40e7,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff Alogonquin,205,1492 S. Randall Road,,Algonquin,IL,60102,United States,42.1545434,-88.3366237,G2S-ROOFTOP-A,(224) 241-8392,OPEN,2019-04-20,,,Bentley's Pet Stuff,,,29.0,2025-03-24
566-97b565474094bc6a3438cd1d4572e4c6-0379fefa0cb4b1f3dabd59046e127ff6,566,Bentley's Pet Stuff,,,CA| Protein for Pets Anaheim Hills,215,701 S. Weir Canyon Rd.,,Anaheim,CA,92808,United States,33.8622241,-117.7395719,G2S-ROOFTOP-A,(661) 425-6897,OPEN,2020-01-03,,2276.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-97b565474094bc6a3438cd1d4572e4c6-0379fefa0cb4b1f3dabd59046e127ff6,566,Bentley's Pet Stuff,,,CA| Protein for Pets Anaheim Hills,2,701 S. Weir Canyon Rd.,,Anaheim,CA,92808,United States,33.8622241,-117.7395719,G2S-ROOFTOP-A,(661) 425-6897,OPEN,2020-01-26,2022-08-12,2276.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-9860d79ede42f7f9f48e9598c06e9d2f-d0587cb0194709c170e18fc6add92cf5,566,Bentley's Pet Stuff,,,Protein For Pets,,701 South Weir Canyon Road,,Anaheim,CA,92808,United States,33.8621686,-117.739628,G2S-ROOFTOP-A,(714) 395-4158,OPEN,2023-04-22,,2276.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-e94a49da357d882e4766c8819f139a21-076be9c295b5c0363674e10bef6e93ac,566,Bentley's Pet Stuff,,,Green Paws - Bentleys Pet Stuff - Ann Arbor MI,211,211 N Maple Road,,Ann Arbor,MI,48103,United States,42.2835956,-83.781612,G2U-ROOFTOP,,OPEN,2019-04-20,,2619.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-e94a49da357d882e4766c8819f139a21-076be9c295b5c0363674e10bef6e93ac,566,Bentley's Pet Stuff,,,Green Paws - Bentleys Pet Stuff - Ann Arbor MI,,211 N Maple Road,,Ann Arbor,MI,48103,United States,42.2835956,-83.781612,G2U-ROOFTOP,,OPEN,2019-07-16,2023-04-22,2619.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-3e14660c0ebe2d4989aeba18c6bf0078-65e01a3a8379197880055363eb3bd089,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff,101,90 S. Evergreen Avenue,,Arlington Heights,IL,60005,United States,42.0811508,-87.9819593,G2S-ROOFTOP-A,(224) 735-2160,OPEN,2019-04-20,,,Bentley's Pet Stuff,,,29.0,2025-03-24
566-7e33d397ebe87843d693489098965c7a-b802a3cd9fd6b5736685261a80919de9,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff Arlington Heights,61206,12 S Dunton,,Arlington Heights,IL,60005,United States,42.0822484,-87.9830546,G2S-ROOFTOP-A,(224) 735-2160,OPEN,2017-04-27,,,Bentley's Pet Stuff,,,29.0,2025-03-24
566-7e33d397ebe87843d693489098965c7a-b802a3cd9fd6b5736685261a80919de9,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff Arlington Heights,61206,12 S Dunton,,Arlington Heights,IL,60005,United States,42.0822484,-87.9830546,G2S-ROOFTOP-A,(224) 735-2160,OPEN,,2019-07-16,,Bentley's Pet Stuff,,,29.0,2025-03-24
566-0729f218df01708f4ee02bf33bb6e7a9-e328b59b1fcd183b339fe2257f9dd8ce,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff,61198,"7705 Wadsworth Blvd, Unit F",,Arvada,CO,80003,United States,39.8356003,-105.0829907,G2U-ROOFTOP,(720) 639-6958,OPEN,2017-07-26,,20908.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-0729f218df01708f4ee02bf33bb6e7a9-e328b59b1fcd183b339fe2257f9dd8ce,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff,,"7705 Wadsworth Blvd, Unit F",,Arvada,CO,80003,United States,39.8356003,-105.0829907,G2U-ROOFTOP,(720) 639-6958,OPEN,,2025-03-24,20908.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-8770041901888a1f5aa3d03c7942eda9-e328b59b1fcd183b339fe2257f9dd8ce,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff Arvada Indian Tree,61198,7705 Wadsworth Blvd,,Arvada,CO,80005,United States,39.8363001,-105.083216,PREMISE: ROOFTOP,(720) 639-6958,OPEN,2017-04-27,,20908.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-8770041901888a1f5aa3d03c7942eda9-e328b59b1fcd183b339fe2257f9dd8ce,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff Arvada Indian Tree,61198,7705 Wadsworth Blvd,,Arvada,CO,80005,United States,39.8363001,-105.083216,PREMISE: ROOFTOP,(720) 639-6958,OPEN,,2018-01-26,20908.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-b2fbd196cb8e98c25d0d233dfb895122-20e272286785beff4fbbb10a16094514,566,Bentley's Pet Stuff,,,Pet Empawrium - A Bentley's Pet Stuff Company,379295,12393 W. 64Th Avenue,,Arvada,CO,80004,United States,39.8132493,-105.1368868,G2S-ROOFTOP-A,(303) 467-7777,OPEN,2017-04-27,,,Bentley's Pet Stuff,,,29.0,2025-03-24
566-b2fbd196cb8e98c25d0d233dfb895122-20e272286785beff4fbbb10a16094514,566,Bentley's Pet Stuff,,,Pet Empawrium - A Bentley's Pet Stuff Company,379295,12393 W. 64Th Avenue,,Arvada,CO,80004,United States,39.8132493,-105.1368868,G2S-ROOFTOP-A,(303) 467-7777,OPEN,,2019-07-16,,Bentley's Pet Stuff,,,29.0,2025-03-24
566-e0b7f3cdecdf3eafbf5eeba932c96897-3b9255409021eb68090edb79a3e9af3e,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff - Aurora,61199,1155 S Havana St.,,Aurora,CO,80012,United States,39.6953655,-104.8677796,ROOFTOP - AUTO,,OPEN,2017-04-27,,57991.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-e0b7f3cdecdf3eafbf5eeba932c96897-3b9255409021eb68090edb79a3e9af3e,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff - Aurora,61199,1155 S Havana St.,,Aurora,CO,80012,United States,39.6953655,-104.8677796,ROOFTOP - AUTO,,OPEN,,2018-01-26,57991.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-e0b7f3cdecdf3eafbf5eeba932c96897-94f2e29e09eb40841385ee862cf01cb1,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff - Aurora,61199,1155 S Havana St.,,Aurora,CO,80012,United States,39.6953655,-104.8677796,G2S-GEOMETRIC_CENTER-A,(720) 638-9245,OPEN,2017-07-26,,57991.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-e0b7f3cdecdf3eafbf5eeba932c96897-94f2e29e09eb40841385ee862cf01cb1,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff - Aurora,61199,1155 S Havana St.,,Aurora,CO,80012,United States,39.6953655,-104.8677796,G2S-GEOMETRIC_CENTER-A,(720) 638-9245,OPEN,,2019-07-16,57991.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-ffb4899bfc22adc1a1013f6a1bf01fe9-59d66f706dabab4a8a754ce18c311447,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff - IL | Bannockburn,61208,"1111 Half Day Rd, Unit 146",,Bannockburn,IL,60015,United States,42.1994335,-87.8593753,G2U-ROOFTOP,,OPEN,2017-04-27,,51689.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-ffb4899bfc22adc1a1013f6a1bf01fe9-59d66f706dabab4a8a754ce18c311447,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff - IL | Bannockburn,,"1111 Half Day Rd, Unit 146",,Bannockburn,IL,60015,United States,42.1994335,-87.8593753,G2U-ROOFTOP,,OPEN,,2023-05-24,51689.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-92ac71251ea9638289be67499d5db90c-f60092a57044dcf2d81917b55f28840d,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff,69505,1934 West Fabyan Parkway,,Batavia,IL,60510,United States,41.86386,-88.3380372,G2U-ROOFTOP,(630) 425-3454,OPEN,2017-04-27,,40660.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-92ac71251ea9638289be67499d5db90c-f60092a57044dcf2d81917b55f28840d,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff,,1934 West Fabyan Parkway,,Batavia,IL,60510,United States,41.86386,-88.3380372,G2U-ROOFTOP,(630) 425-3454,OPEN,,2023-10-14,40660.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-2ad593111cc48a52b41127c49f6866ec-550c8ae4f49a591c496c2a04f5b03c41,566,Bentley's Pet Stuff,,,FL | All 4 Pets - Belle Isle Florida,70,5126 S. Conway Rd.,,Belle Isle,FL,32812,United States,28.4821657,-81.3322699,G2C-ROOFTOP-A,(407) 930-2666,OPEN,2021-12-21,,19358.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-2ad593111cc48a52b41127c49f6866ec-550c8ae4f49a591c496c2a04f5b03c41,566,Bentley's Pet Stuff,,,FL | All 4 Pets - Belle Isle Florida,70,5126 S. Conway Rd.,,Belle Isle,FL,32812,United States,28.4821657,-81.3322699,G2C-ROOFTOP-A,(407) 930-2666,OPEN,2022-01-14,2022-08-12,19358.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-6a4ae08af80b2f6b04018544b79f7793-7c7a3604027a83bb5bd481c991709b31,566,Bentley's Pet Stuff,,,FL| Munchies Natural Pet Belleair Bluffs Florida,61,2896 West Bay Drive,,Belleair Bluffs,FL,33770,United States,27.916447,-82.818255,G2S-ROOFTOP-A,(727) 581-1000,OPEN,2021-05-10,,,Bentley's Pet Stuff,,,29.0,2025-03-24
566-6a4ae08af80b2f6b04018544b79f7793-7c7a3604027a83bb5bd481c991709b31,566,Bentley's Pet Stuff,,,FL| Munchies Natural Pet Belleair Bluffs Florida,61,2896 West Bay Drive,,Belleair Bluffs,FL,33770,United States,27.916447,-82.818255,G2S-ROOFTOP-A,(727) 581-1000,OPEN,2021-06-28,2022-08-12,,Bentley's Pet Stuff,,,29.0,2025-03-24
566-92d20152b3747a49991e429718c80149-10d878bca76f1f52a8e82dd96eee1b97,566,Bentley's Pet Stuff,,,MT| Dee-O-Gee Billings Montana,64,"27 Shiloh Rd, Ste #1",,Billings,MT,59102,United States,45.7703054,-108.6168505,G2S-ROOFTOP-A,,OPEN,2021-05-10,,,Bentley's Pet Stuff,,,29.0,2025-03-24
566-92d20152b3747a49991e429718c80149-10d878bca76f1f52a8e82dd96eee1b97,566,Bentley's Pet Stuff,,,MT| Dee-O-Gee Billings Montana,64,"27 Shiloh Rd, Ste #1",,Billings,MT,59102,United States,45.7703054,-108.6168505,G2S-ROOFTOP-A,,OPEN,2021-06-28,2022-08-12,,Bentley's Pet Stuff,,,29.0,2025-03-24
566-b5e0a8022389bef4d744a4cd819692d7-01c8d449b3e266a8be021660dd02e6db,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff Boulder,61196,1855 29Th St,,Boulder,CO,80301,United States,40.0192492,-105.2564728,G2S-ROOFTOP-A,(303) 443-0981,OPEN,2017-04-27,,24506.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-b5e0a8022389bef4d744a4cd819692d7-01c8d449b3e266a8be021660dd02e6db,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff Boulder,61196,1855 29Th St,,Boulder,CO,80301,United States,40.0192492,-105.2564728,G2S-ROOFTOP-A,(303) 443-0981,OPEN,,2019-07-16,24506.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-c33458cc753028c7f6d81884417303ca-15416da765a70e5c97eee4661812eacd,566,Bentley's Pet Stuff,,,"MT| Dee-O-Gee Bozeman, MT",66,"2051 Oak St., #4",Address,Bozeman,MT,59718,United States,45.6939129,-111.0642932,G2S-ROOFTOP-A,,OPEN,2021-05-10,,15489.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-365e8e8366f6be34212893c093f5a18c-15416da765a70e5c97eee4661812eacd,566,Bentley's Pet Stuff,,,"MT| Dee-O-Gee Bozeman, MT",65,"424 E. Main St., #103",Address,Bozeman,MT,59715,United States,45.679121,-111.0308863,G2S-ROOFTOP-A,,OPEN,2021-05-10,,,Bentley's Pet Stuff,,,29.0,2025-03-24
566-c33458cc753028c7f6d81884417303ca-15416da765a70e5c97eee4661812eacd,566,Bentley's Pet Stuff,,,"MT| Dee-O-Gee Bozeman, MT",66,"2051 Oak St., #4",Address,Bozeman,MT,59718,United States,45.6939129,-111.0642932,G2S-ROOFTOP-A,,OPEN,2021-06-28,2022-08-12,15489.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-365e8e8366f6be34212893c093f5a18c-15416da765a70e5c97eee4661812eacd,566,Bentley's Pet Stuff,,,"MT| Dee-O-Gee Bozeman, MT",65,"424 E. Main St., #103",Address,Bozeman,MT,59715,United States,45.679121,-111.0308863,G2S-ROOFTOP-A,,OPEN,2021-06-28,2022-08-12,,Bentley's Pet Stuff,,,29.0,2025-03-24
566-f7525ca7d651412ddeee83e179443bb8-612476260a4b0b4c2fb140012dcbd0a8,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff & Grooming,97613,17260 W Bluemound Road #660,,Brookfield,WI,53045,United States,43.0368874,-88.1279287,G2U-ROOFTOP,(262) 505-6365,OPEN,2017-04-27,,55877.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-06bdbc83cd56cb54a757ad244e7b0f77-a3bbebdd93f667156d731be2521cd275,566,Bentley's Pet Stuff,,,"CO| Muttz, A Bentley's Pet Stuff Company Broomfield",59,3800 W. 144Th Ave,,Broomfield,CO,80023,United States,39.9567362,-105.0380707,G2S-ROOFTOP-A,,OPEN,2021-02-19,,4763.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-06bdbc83cd56cb54a757ad244e7b0f77-a3bbebdd93f667156d731be2521cd275,566,Bentley's Pet Stuff,,,"CO| Muttz, A Bentley's Pet Stuff Company Broomfield",59,3800 W. 144Th Ave,,Broomfield,CO,80023,United States,39.9567362,-105.0380707,G2S-ROOFTOP-A,,OPEN,2021-03-20,2022-02-09,4763.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-06bdbc83cd56cb54a757ad244e7b0f77-a2a3422cf47de58d49006ed8324e6781,566,Bentley's Pet Stuff,,,Muttz (Broomfield),207,3800 W 144Th Ave,,Broomfield,CO,80023,United States,39.9567092,-105.03858,G2S-ROOFTOP-A,(303) 466-1180,OPEN,2019-04-20,,4763.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-06bdbc83cd56cb54a757ad244e7b0f77-a2a3422cf47de58d49006ed8324e6781,566,Bentley's Pet Stuff,,,Muttz (Broomfield),207,3800 W 144Th Ave,,Broomfield,CO,80023,United States,39.9567092,-105.03858,G2S-ROOFTOP-A,(303) 466-1180,OPEN,2019-07-16,2020-07-30,4763.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-77e06127b0d68946d8b2f0aabfadc0b8-fa623c7c8842f4514cc02e6c499a0959,566,Bentley's Pet Stuff,,,CA| Protein for Pets Santa Clarita,221,16630 Soledad Canyon Rd.,,Canyon Country,CA,91387,United States,34.425835,-118.4259153,G2U-ROOFTOP,(661) 425-6904,OPEN,2020-01-03,,17332.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-77e06127b0d68946d8b2f0aabfadc0b8-fa623c7c8842f4514cc02e6c499a0959,566,Bentley's Pet Stuff,,,CA| Protein for Pets Santa Clarita,4,16630 Soledad Canyon Rd.,,Canyon Country,CA,91387,United States,34.425835,-118.4259153,G2U-ROOFTOP,(661) 425-6904,OPEN,2020-01-26,2022-08-12,17332.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-9ec15f153ae9ff71a4498992544af237-35c660493c5f6221aee56cae1fbb395a,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff,61216,1257 Devon Avenue,,Chicago,IL,60660,United States,41.9980055,-87.6627764999999,G2U-ROOFTOP,(773) 465-0600,OPEN,2017-04-27,,,Bentley's Pet Stuff,,,29.0,2025-03-24
566-eb1a9388cb57f158e0df0cc707624194-1e8169dee8ca4f200543a3f1a6fa1719,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff,61205,1201 North Wells Street,,Chicago,IL,60610,United States,41.9039870999999,-87.6342978,G2U-ROOFTOP,(312) 255-1955,OPEN,2017-04-27,,,Bentley's Pet Stuff,,,29.0,2025-03-24
566-d734d21b6a5dcf140a13e33812febe18-1d2382e452de5a6836a7b850366513f5,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff,61222,3657 North Southport Avenue,,Chicago,IL,60613,United States,41.948757,-87.663797,G2S-ROOFTOP-A,(773) 857-7600,OPEN,2017-04-27,,,Bentley's Pet Stuff,,,29.0,2025-03-24
566-2b84059d808d151f77533ea8f3ca7504-1e745abd7930eb0d4220583bd1e4289c,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff,61220,"334 North Desplaines Street, Unit 1",,Chicago,IL,60661,United States,41.8877885,-87.6454413,G2U-ROOFTOP,(312) 382-2280,OPEN,2017-07-26,,,Bentley's Pet Stuff,,,29.0,2025-03-24
566-2b84059d808d151f77533ea8f3ca7504-1e745abd7930eb0d4220583bd1e4289c,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff,,"334 North Desplaines Street, Unit 1",,Chicago,IL,60661,United States,41.8877885,-87.6454413,G2U-ROOFTOP,(312) 382-2280,OPEN,,2023-10-14,,Bentley's Pet Stuff,,,29.0,2025-03-24
566-f50ae1d4d6f9ed9bb635307fb93145df-1e745abd7930eb0d4220583bd1e4289c,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff Des Plaines St.,61220,334 N DesPlaines St.,,Chicago,IL,60610,United States,41.8877885,-87.6454413,ROOFTOP,312-382-2280,OPEN,2017-04-27,,,Bentley's Pet Stuff,,,29.0,2025-03-24
566-f50ae1d4d6f9ed9bb635307fb93145df-1e745abd7930eb0d4220583bd1e4289c,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff Des Plaines St.,61220,334 N DesPlaines St.,,Chicago,IL,60610,United States,41.8877885,-87.6454413,ROOFTOP,312-382-2280,OPEN,,2018-01-26,,Bentley's Pet Stuff,,,29.0,2025-03-24
566-5ded0ae629b26d4dfeb76f54f7b2ebb6-96f4d9afbd2bd93ecba04b8f18f0843b,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff Halsted,61225,22 S Halsted,,Chicago,IL,60607,United States,41.8810457,-87.6474962,G2S-ROOFTOP-A,(312) 226-9228,OPEN,2017-04-27,,10906.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-5ded0ae629b26d4dfeb76f54f7b2ebb6-96f4d9afbd2bd93ecba04b8f18f0843b,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff Halsted,61225,22 S Halsted,,Chicago,IL,60607,United States,41.8810457,-87.6474962,G2S-ROOFTOP-A,(312) 226-9228,OPEN,,2019-07-16,10906.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-8167d65cf49c9bb00b58961b4b3640dc-28429fcf8ef38e8d7bda4bc629d916e6,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff LaSalle,61219,509 N LaSalle St,,Chicago,IL,60610,United States,41.8911558,-87.6323216,ROOFTOP,312-222-1012,OPEN,2017-04-27,,,Bentley's Pet Stuff,,,29.0,2025-03-24
566-8167d65cf49c9bb00b58961b4b3640dc-28429fcf8ef38e8d7bda4bc629d916e6,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff LaSalle,61219,509 N LaSalle St,,Chicago,IL,60610,United States,41.8911558,-87.6323216,ROOFTOP,312-222-1012,OPEN,,2018-01-26,,Bentley's Pet Stuff,,,29.0,2025-03-24
566-c68d44bcb230d52eadee856e7392c6df-4136ed6e2af875ea1a8bc2e5e4a72837,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff Lincoln Park,61226,2210 N. Halsted,,Chicago,IL,60602,United States,41.922207,-87.6488947,G2S-ROOFTOP-A,(773) 904-7040,OPEN,2017-07-26,,,Bentley's Pet Stuff,,,29.0,2025-03-24
566-c68d44bcb230d52eadee856e7392c6df-4136ed6e2af875ea1a8bc2e5e4a72837,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff Lincoln Park,61226,2210 N. Halsted,,Chicago,IL,60602,United States,41.922207,-87.6488947,G2S-ROOFTOP-A,(773) 904-7040,OPEN,,2019-07-16,,Bentley's Pet Stuff,,,29.0,2025-03-24
566-6e9064d13fe52d0d547af2ff8f0f852a-28429fcf8ef38e8d7bda4bc629d916e6,566,Bentley's Pet Stuff,,,River North,61219,509 N. Lasalle Dr.,,Chicago,IL,60654,United States,41.8911558,-87.6323216,G2U-ROOFTOP,(312) 222-1012,OPEN,2017-07-26,,,Bentley's Pet Stuff,,,29.0,2025-03-24
566-6e9064d13fe52d0d547af2ff8f0f852a-28429fcf8ef38e8d7bda4bc629d916e6,566,Bentley's Pet Stuff,,,River North,108,509 N. Lasalle Dr.,,Chicago,IL,60654,United States,41.8911558,-87.6323216,G2U-ROOFTOP,(312) 222-1012,OPEN,,2020-01-03,,Bentley's Pet Stuff,,,29.0,2025-03-24
566-c70e32af101aac7d924f27c4908a82b9-99b3abf517ff4a8f9e34f5c584c0375c,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff - Anderson,125969,"7474 Beechmont Ave, Unit B",,Cincinnati,OH,45255,United States,39.0739235,-84.3495646,G2S-ROOFTOP-A,(513) 901-0080,OPEN,2017-07-26,,27544.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-c70e32af101aac7d924f27c4908a82b9-99b3abf517ff4a8f9e34f5c584c0375c,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff - Anderson,125969,"7474 Beechmont Ave, Unit B",,Cincinnati,OH,45255,United States,39.0739235,-84.3495646,G2S-ROOFTOP-A,(513) 901-0080,OPEN,,2019-07-16,27544.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-5a07ea3e15e67c947a54f2a30c3b5d48-85bc98124288cde53d49083038be49e9,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff - Cherry Grove,125970,"442 Ohio Pike, Suite 110B",,Cincinnati,OH,45255,United States,39.0726769,-84.3119818,G2S-ROOFTOP-A,(513) 843-6508,OPEN,2017-07-26,,5589.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-5a07ea3e15e67c947a54f2a30c3b5d48-85bc98124288cde53d49083038be49e9,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff - Cherry Grove,125970,"442 Ohio Pike, Suite 110B",,Cincinnati,OH,45255,United States,39.0726769,-84.3119818,G2S-ROOFTOP-A,(513) 843-6508,OPEN,,2019-07-16,5589.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-28b8028364ac90eade849218f42c3085-eefc5dd772dc99a880db8bfa55577035,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff - Eastgate,462393,4530 Eastgate Blvd.,,Cincinnati,OH,45245,United States,39.1034357,-84.2715713,G2S-ROOFTOP-A,(513) 449-4352,OPEN,2017-07-26,,24758.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-28b8028364ac90eade849218f42c3085-eefc5dd772dc99a880db8bfa55577035,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff - Eastgate,462393,4530 Eastgate Blvd.,,Cincinnati,OH,45245,United States,39.1034357,-84.2715713,G2S-ROOFTOP-A,(513) 449-4352,OPEN,,2019-07-16,24758.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-559887aa0f703e29fd05a93530ccf20d-4dbe50a8cd8535a14fc957c249b42ad5,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff - Western Village,125968,6173 Glenway Ave,,Cincinnati,OH,45211,United States,39.143754,-84.6223057,G2S-ROOFTOP-A,(513) 952-9038,OPEN,2017-07-26,,,Bentley's Pet Stuff,,,29.0,2025-03-24
566-559887aa0f703e29fd05a93530ccf20d-4dbe50a8cd8535a14fc957c249b42ad5,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff - Western Village,125968,6173 Glenway Ave,,Cincinnati,OH,45211,United States,39.143754,-84.6223057,G2S-ROOFTOP-A,(513) 952-9038,OPEN,,2019-07-16,,Bentley's Pet Stuff,,,29.0,2025-03-24
566-9fac9eacdf39fe542fb952ce723cf060-3463ab334d2c075d4c8c895d849f6b17,566,Bentley's Pet Stuff,,,CO|  Colorado Springs,396976,5627 Barnes Rd.,Shop This Locatoin!,Colorado Springs,CO,80917,United States,38.8929592,-104.7226911,G2U-ROOFTOP,,OPEN,2018-10-22,,32623.0,Bentley's Pet Stuff,,,29.0,2025-03-24
