HashId,ChainId,ChainName,ParentChainId,ParentChainName,StoreName,StoreNumber,Address,Address2,City,State,PostalCode,Country,Latitude,Longitude,GeoAccuracy,PhoneNumber,status_norm,open_date,close_date,SiteId,Label,DistributorName,StoreType,us_locationcount_latest,ScrapeDate
566-9fac9eacdf39fe542fb952ce723cf060-3463ab334d2c075d4c8c895d849f6b17,566,Bentley's Pet Stuff,,,CO|  Colorado Springs,14,5627 Barnes Rd.,Shop This Locatoin!,Colorado Springs,CO,80917,United States,38.8929592,-104.7226911,G2U-ROOFTOP,,OPEN,2019-01-18,2022-08-12,32623.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-11514b9c7f82a6bb50019cb4bfe8b7aa-93d5932df9a2d90ebd40bec7cdf29b31,566,Bentley's Pet Stuff,,,CO| Colorado Springs (Northgate),97614,13375 Voyager Pkwy,,Colorado Springs,CO,80234,United States,39.0257979,-104.8146833,G2U-ROOFTOP,(719) 354-0531,OPEN,2017-04-27,,58055.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-11514b9c7f82a6bb50019cb4bfe8b7aa-93d5932df9a2d90ebd40bec7cdf29b31,566,Bentley's Pet Stuff,,,CO| Colorado Springs (Northgate),12,13375 Voyager Pkwy,,Colorado Springs,CO,80234,United States,39.0257979,-104.8146833,G2U-ROOFTOP,(719) 354-0531,OPEN,,2021-05-10,58055.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-64ec702509ed55fccdfb5fea62f44c12-cb910815caccd353b64c16cc4eb11431,566,Bentley's Pet Stuff,,,Grandview - A Bentley's Pet Stuff Company,121506,1017 W 5Th Ave.,,Columbus,OH,43212,United States,39.9880699,-83.0330781,G2S-ROOFTOP-A,(614) 429-3281,OPEN,2017-07-26,,,Bentley's Pet Stuff,,,29.0,2025-03-24
566-64ec702509ed55fccdfb5fea62f44c12-cb910815caccd353b64c16cc4eb11431,566,Bentley's Pet Stuff,,,Grandview - A Bentley's Pet Stuff Company,121506,1017 W 5Th Ave.,,Columbus,OH,43212,United States,39.9880699,-83.0330781,G2S-ROOFTOP-A,(614) 429-3281,OPEN,,2019-07-16,,Bentley's Pet Stuff,,,29.0,2025-03-24
566-a153884790277ebfdbae19497278c6b8-208480a6b1381ccd92c4fde39d8c9b14,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff Cottleville Landing,61238,6055 Mid Rivers Mall Drive,,Cottleville,MO,63304,United States,38.7460052,-90.6370123,ROOFTOP - AUTO,636-685-0105,OPEN,2017-04-27,,49194.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-a153884790277ebfdbae19497278c6b8-208480a6b1381ccd92c4fde39d8c9b14,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff Cottleville Landing,61238,6055 Mid Rivers Mall Drive,,Cottleville,MO,63304,United States,38.7460052,-90.6370123,ROOFTOP - AUTO,636-685-0105,OPEN,,2018-01-26,49194.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-a509a859cde48b2d518a8eaa89f85da8-208480a6b1381ccd92c4fde39d8c9b14,566,Bentley's Pet Stuff,,,Cottleville Landing,61238,6053 Mid Rivers Mall Dr,,Cottleville,MO,63304,United States,38.7462775384574,-90.6369842588608,MANUAL,(636) 685-0105,OPEN,2017-07-26,,49194.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-a509a859cde48b2d518a8eaa89f85da8-208480a6b1381ccd92c4fde39d8c9b14,566,Bentley's Pet Stuff,,,Cottleville Landing,136,6053 Mid Rivers Mall Dr,,Cottleville,MO,63304,United States,38.7462775384574,-90.6369842588608,MANUAL,(636) 685-0105,OPEN,,2019-10-08,49194.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-54ef180d34ddf7f9df056ac512370021-503a03e71158de5e57b824c6feb4840d,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff,24,"5300 Northwest Hwy Rt. 14, Suite 102/103",,Crystal Lake,IL,60014,United States,42.2274286,-88.3019889,G2S-ROOFTOP-A,(815) 893-4772,OPEN,2020-07-30,,3248.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-a125c311b533cf1567ee11be69229a7e-3cd5ad555ea01783f52205f477ce19ad,566,Bentley's Pet Stuff,,,Crystal Lake,61211,"5300 NW Hwy Rt. 14, Suite 102/103",,Crystal Lake,IL,60014,United States,42.2274286,-88.3019889,G2U-ROOFTOP,(815) 893-4772,OPEN,2017-04-27,,3248.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-a125c311b533cf1567ee11be69229a7e-3cd5ad555ea01783f52205f477ce19ad,566,Bentley's Pet Stuff,,,Crystal Lake,124,"5300 NW Hwy Rt. 14, Suite 102/103",,Crystal Lake,IL,60014,United States,42.2274286,-88.3019889,G2U-ROOFTOP,(815) 893-4772,OPEN,,2019-10-08,3248.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-e2905a75951ee25ba42fc03a5e2e9c05-7daa285e541c251d34f3b3a8ddd0c874,566,Bentley's Pet Stuff,,,Crystal Lake,124,102/103 Nw Hwy Rt. 14 Suite,,Crystal Lake,IL,60014,United States,42.2274286,-88.3019889,G2U-ROOFTOP,(815) 893-4772,OPEN,2019-07-16,,3248.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-e2905a75951ee25ba42fc03a5e2e9c05-7daa285e541c251d34f3b3a8ddd0c874,566,Bentley's Pet Stuff,,,Crystal Lake,124,102/103 Nw Hwy Rt. 14 Suite,,Crystal Lake,IL,60014,United States,42.2274286,-88.3019889,G2U-ROOFTOP,(815) 893-4772,OPEN,2019-10-08,2020-09-02,3248.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-efdb161c2b465c5cedd08198be82be06-17a7669ea3620882cb22b2733a9bd012,566,Bentley's Pet Stuff,,,Deerfield,516710,720 Waukegan Rd,,Deerfield,IL,60015,United States,42.165576,-87.845931,G2U-ROOFTOP,(847) 964-9163,OPEN,2018-10-22,,60884.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-efdb161c2b465c5cedd08198be82be06-17a7669ea3620882cb22b2733a9bd012,566,Bentley's Pet Stuff,,,Deerfield,196,720 Waukegan Rd,,Deerfield,IL,60015,United States,42.165576,-87.845931,G2U-ROOFTOP,(847) 964-9163,OPEN,2019-01-18,2019-10-08,60884.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-14368840783cfa213aea12c58af2e5e3-506d17b7ff54c3060ddd336fed7b9ad8,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff,,2910 Golf Road,,Delafield,WI,53018,United States,43.0535558,-88.3714516,G2S-ROOFTOP-A,(262) 646-3000,OPEN,2023-04-22,,7470.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-14368840783cfa213aea12c58af2e5e3-506d17b7ff54c3060ddd336fed7b9ad8,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff,,2910 Golf Road,,Delafield,WI,53018,United States,43.0535558,-88.3714516,G2S-ROOFTOP-A,(262) 646-3000,OPEN,2023-05-24,2023-12-25,7470.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-0a3a09aa4983c4f0199f65613551e28c-37f12b9204ccfb6b7515986c08741278,566,Bentley's Pet Stuff,,,WI| Delafield,61247,2910 Golf Rd.,,Delafield,WI,53018,United States,43.0535558,-88.3714516,G2U-ROOFTOP,(262) 646-3000,OPEN,2017-04-27,,7470.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-0a3a09aa4983c4f0199f65613551e28c-37f12b9204ccfb6b7515986c08741278,566,Bentley's Pet Stuff,,,WI| Delafield,48,2910 Golf Rd.,,Delafield,WI,53018,United States,43.0535558,-88.3714516,G2U-ROOFTOP,(262) 646-3000,OPEN,,2022-08-12,7470.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-2c01fd4890f171ecb3ccdaaed88ee1ad-94fd4595b46136f4b8ee65bcf43c7deb,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff,189,6880 Douglas Boulevard E,,Douglasville,GA,30135,United States,33.7281016,-84.7544544,G2S-ROOFTOP-A,(404) 809-7059,OPEN,2019-04-20,,,Bentley's Pet Stuff,,,29.0,2025-03-24
566-2c01fd4890f171ecb3ccdaaed88ee1ad-94fd4595b46136f4b8ee65bcf43c7deb,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff,,6880 Douglas Boulevard E,,Douglasville,GA,30135,United States,33.7281016,-84.7544544,G2S-ROOFTOP-A,(404) 809-7059,OPEN,2019-07-16,2023-12-25,,Bentley's Pet Stuff,,,29.0,2025-03-24
566-d5d45a4f391e7d2f0cf90ccbf45b4a5a-73c8fae60b62ffef6c7a01cb3464e8f1,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff Downers Grove,199,1014 Ogden Avenue,,Downers Grove,IL,60515,United States,41.8090662,-88.0114668,G2S-ROOFTOP-A,(630) 324-6904,OPEN,2019-04-20,,,Bentley's Pet Stuff,,,29.0,2025-03-24
566-3fb1dc7071a3cdd5818b7b602ecff0d9-65309f3ab1d02fad1371257884d606dc,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff - Dublin,396971,317 W. Bridge St.,,Dublin,OH,43017,United States,40.0980447,-83.1232835,G2S-ROOFTOP-A,(614) 389-1833,OPEN,2017-07-26,,5255.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-3fb1dc7071a3cdd5818b7b602ecff0d9-65309f3ab1d02fad1371257884d606dc,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff - Dublin,396971,317 W. Bridge St.,,Dublin,OH,43017,United States,40.0980447,-83.1232835,G2S-ROOFTOP-A,(614) 389-1833,OPEN,,2019-07-16,5255.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-4fb680d5cc772e450fefc69b23231c83-2fa7430cf769a8166d991b127cd48484,566,Bentley's Pet Stuff,,,Edina,61232,7433 France Ave S.,,Edina,MN,55435,United States,44.868051,-93.3269781,G2U-ROOFTOP,(952) 831-1229,OPEN,2017-04-27,,40818.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-4fb680d5cc772e450fefc69b23231c83-2fa7430cf769a8166d991b127cd48484,566,Bentley's Pet Stuff,,,Edina,122,7433 France Ave S.,,Edina,MN,55435,United States,44.868051,-93.3269781,G2U-ROOFTOP,(952) 831-1229,OPEN,,2020-07-30,40818.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-e1ef68b4ab689304e89a98d261b91658-7ce69dd4d19115ee030cd7713f6f27fc,566,Bentley's Pet Stuff,,,Elizabeth,86802,796 E. Kiowa Avenue,,Elizabeth,CO,80107,United States,39.3605261,-104.5908814,G2S-ROOFTOP-A,(303) 646-8900,OPEN,2017-04-27,,,Bentley's Pet Stuff,,,29.0,2025-03-24
566-e1ef68b4ab689304e89a98d261b91658-7ce69dd4d19115ee030cd7713f6f27fc,566,Bentley's Pet Stuff,,,Elizabeth,152,796 E. Kiowa Avenue,,Elizabeth,CO,80107,United States,39.3605261,-104.5908814,G2S-ROOFTOP-A,(303) 646-8900,OPEN,,2020-07-30,,Bentley's Pet Stuff,,,29.0,2025-03-24
566-826038d5d26dcc26ea8e48782a5c18ed-d5e771a1ef79ef2c4da5c8e0f41291b7,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff,26,"624 N York Street, Unit B",,Elmhurst,IL,60126,United States,41.9186783,-87.9402969,G2B-ROOFTOP,(630) 359-3685,OPEN,2020-09-02,,,Bentley's Pet Stuff,,,29.0,2025-03-24
566-826038d5d26dcc26ea8e48782a5c18ed-d5e771a1ef79ef2c4da5c8e0f41291b7,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff,,"624 N York Street, Unit B",,Elmhurst,IL,60126,United States,41.9186783,-87.9402969,G2B-ROOFTOP,(630) 359-3685,OPEN,2020-10-25,2023-10-14,,Bentley's Pet Stuff,,,29.0,2025-03-24
566-ef02a45d020a540759a39ebb07ad613f-2a159b085be849eb8d07e7450b42a321,566,Bentley's Pet Stuff,,,Elmhurst,61221,"624 N York St., Unit B",,Elmhurst,IL,60126,United States,41.9185657,-87.9403072,G2S-ROOFTOP-A,(630) 359-3685,OPEN,2017-04-27,,,Bentley's Pet Stuff,,,29.0,2025-03-24
566-ef02a45d020a540759a39ebb07ad613f-2a159b085be849eb8d07e7450b42a321,566,Bentley's Pet Stuff,,,Elmhurst,133,"624 N York St., Unit B",,Elmhurst,IL,60126,United States,41.9185657,-87.9403072,G2S-ROOFTOP-A,(630) 359-3685,OPEN,,2020-07-30,,Bentley's Pet Stuff,,,29.0,2025-03-24
566-b181d69d2a3ac32ffb3aab99249a951b-b34a428cc5edc27b6da84cea60d4f6cf,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff Evanston,61209,743 Chicago Avenue,,Evanston,IL,60202,United States,42.0316346,-87.6786445,G2S-ROOFTOP-A,(224) 307-2906,OPEN,2017-04-27,,,Bentley's Pet Stuff,,,29.0,2025-03-24
566-d5fc905b5976a152b8a869a4a6f751a0-428d29dc00491b3cbfc3d3a63a181cae,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff,61228,400 Water Street,,Excelsior,MN,55331,United States,44.9011255,-93.5690184,G2S-ROOFTOP-A,(952) 855-4329,OPEN,2017-04-27,,,Bentley's Pet Stuff,,,29.0,2025-03-24
566-d5fc905b5976a152b8a869a4a6f751a0-428d29dc00491b3cbfc3d3a63a181cae,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff,,400 Water Street,,Excelsior,MN,55331,United States,44.9011255,-93.5690184,G2S-ROOFTOP-A,(952) 855-4329,OPEN,,2023-12-25,,Bentley's Pet Stuff,,,29.0,2025-03-24
566-68523edd3eec98902cf46965ce857499-51b8ba63d79df9c6e13f2e8e7bc89e61,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff - Florence,233423,4973 Houston Rd,,Florence,KY,41042,United States,39.0155171,-84.639941,G2S-ROOFTOP-A,(859) 918-1108,OPEN,2017-04-27,,528.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-68523edd3eec98902cf46965ce857499-51b8ba63d79df9c6e13f2e8e7bc89e61,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff - Florence,233423,4973 Houston Rd,,Florence,KY,41042,United States,39.0155171,-84.639941,G2S-ROOFTOP-A,(859) 918-1108,OPEN,,2019-07-16,528.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-e9fcae4069559d1fdf31f0787ee31e87-a80795e36d049aa935623b16428230ad,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff Fort Collins,61203,"2721 Council Tree Ave, #113",,Fort Collins,CO,80525,United States,40.5251207,-105.0260583,SUBPREMISE: ROOFTOP,(970) 672-8324,OPEN,2017-04-27,,8868.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-e9fcae4069559d1fdf31f0787ee31e87-a80795e36d049aa935623b16428230ad,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff Fort Collins,61203,"2721 Council Tree Ave, #113",,Fort Collins,CO,80525,United States,40.5251207,-105.0260583,SUBPREMISE: ROOFTOP,(970) 672-8324,OPEN,,2018-01-26,8868.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-ad51ba85f14a25cedb4ef336c950dc1f-a80795e36d049aa935623b16428230ad,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff Fort Collins,61203,"2721 Council Tree Ave, #113",,Fort Collins,CO,80528,United States,40.525133,-105.0262006,G2S-ROOFTOP-A,(970) 672-8324,OPEN,2017-07-26,,8868.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-ad51ba85f14a25cedb4ef336c950dc1f-a80795e36d049aa935623b16428230ad,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff Fort Collins,61203,"2721 Council Tree Ave, #113",,Fort Collins,CO,80528,United States,40.525133,-105.0262006,G2S-ROOFTOP-A,(970) 672-8324,OPEN,,2019-07-16,8868.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-40c3e16afdf60ef7ebc00f75c814c7a7-632ded95e99371559518ab0984aaa65d,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff Fox Point,61245,8663 B N. Port Washington Rd,,Fox Point,WI,53217,United States,43.1744612,-87.9135978,G2S-ROOFTOP-A,(414) 797-4628,OPEN,2017-04-27,,9858.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-40c3e16afdf60ef7ebc00f75c814c7a7-632ded95e99371559518ab0984aaa65d,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff Fox Point,61245,8663 B N. Port Washington Rd,,Fox Point,WI,53217,United States,43.1744612,-87.9135978,G2S-ROOFTOP-A,(414) 797-4628,OPEN,,2019-07-16,9858.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-069eb8746880b9c3f3083a067b92d4a3-ff6b978524ec8896815dde4115d117f5,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff,61212,21 South Ash Street,,Frankfort,IL,60423,United States,41.4981329,-87.8497473,G2S-ROOFTOP-A,(815) 806-8081,OPEN,2017-04-27,,,Bentley's Pet Stuff,,,29.0,2025-03-24
566-f3bab7d915772a95d3a2e017242acc5f-06d691c1ae426be78c7da0ebb96db043,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff,61217,69 Waukegan Road,,Glenview,IL,60025,United States,42.0570102,-87.7978890999999,G2U-ROOFTOP,(847) 729-7297,OPEN,2017-04-27,,13525.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-f3bab7d915772a95d3a2e017242acc5f-06d691c1ae426be78c7da0ebb96db043,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff,,69 Waukegan Road,,Glenview,IL,60025,United States,42.0570102,-87.7978890999999,G2U-ROOFTOP,(847) 729-7297,OPEN,,2023-10-14,13525.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-d9f44215ddba69988cbaf02d36e5c19d-d73ad7fc60aabc41073b819412432a63,566,Bentley's Pet Stuff,,,"Your neighborhood pet store, helping pets live their longest and best life",100334,1530 Port Washington Rd.,,Grafton,WI,53024,United States,43.3150217,-87.9244823,G2U-ROOFTOP,,OPEN,2017-04-27,,17585.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-d9f44215ddba69988cbaf02d36e5c19d-d73ad7fc60aabc41073b819412432a63,566,Bentley's Pet Stuff,,,"Your neighborhood pet store, helping pets live their longest and best life",,1530 Port Washington Rd.,,Grafton,WI,53024,United States,43.3150217,-87.9244823,G2U-ROOFTOP,,OPEN,,2022-12-19,17585.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-320b57694179dc495a661356b4318b7d-f4030a97bf34ada45901970f31f55499,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff Greeley,61202,"4626 Centerplace Drive, #142",,Greeley,CO,80634,United States,40.3948646,-104.7540587,G2S-ROOFTOP-A,(970) 515-5030,OPEN,2017-04-27,,28473.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-320b57694179dc495a661356b4318b7d-f4030a97bf34ada45901970f31f55499,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff Greeley,61202,"4626 Centerplace Drive, #142",,Greeley,CO,80634,United States,40.3948646,-104.7540587,G2S-ROOFTOP-A,(970) 515-5030,OPEN,,2019-07-16,28473.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-bfd0110b6b2c1e312bcb8cd36cb104fe-b0b57a1de1031e3e126c505c202db606,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff Greenwood Village,61195,"8501 East Arapahoe Rd, Suite B",,Greewood Village,CO,80111,United States,39.5956359,-104.8930233,ROOFTOP,(720) 482-8222,OPEN,2017-04-27,,19513.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-bfd0110b6b2c1e312bcb8cd36cb104fe-b0b57a1de1031e3e126c505c202db606,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff Greenwood Village,61195,"8501 East Arapahoe Rd, Suite B",,Greewood Village,CO,80111,United States,39.5956359,-104.8930233,ROOFTOP,(720) 482-8222,OPEN,,2018-01-26,19513.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-08e5225497672d318d50851d2fad1925-00c27f2c37c26c4325b1a78b20017e80,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff - IL | Hoffman Estates,61214,2569 W Golf Rd,,Hoffman Estates,IL,60169,United States,42.0452672,-88.1422414,G2S-ROOFTOP-A,,OPEN,2017-04-27,,35573.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-08e5225497672d318d50851d2fad1925-00c27f2c37c26c4325b1a78b20017e80,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff - IL | Hoffman Estates,,2569 W Golf Rd,,Hoffman Estates,IL,60169,United States,42.0452672,-88.1422414,G2S-ROOFTOP-A,,OPEN,,2022-12-19,35573.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-2dfac8b6abd044c6d21b3d3c5ef1c5af-12ef0e197b4eecb747d1d03bc25f329e,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff Hudson,61251,1051 Pearson Drive,,Hudson,WI,54016,United States,44.958649,-92.720847,G2S-ROOFTOP-A,(715) 808-0199,OPEN,2017-04-27,,,Bentley's Pet Stuff,,,29.0,2025-03-24
566-2dfac8b6abd044c6d21b3d3c5ef1c5af-12ef0e197b4eecb747d1d03bc25f329e,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff Hudson,61251,1051 Pearson Drive,,Hudson,WI,54016,United States,44.958649,-92.720847,G2S-ROOFTOP-A,(715) 808-0199,OPEN,,2019-07-16,,Bentley's Pet Stuff,,,29.0,2025-03-24
566-99cabc61ea376357ef624ecc180194fc-23d6be90dd55fa5435364945ea6d72b9,566,Bentley's Pet Stuff,,,CA| Earthwise Pet Supply & Grooming Huntington Beach,69,8901 Atlanta Ave,,Huntington Beach,CA,92646,United States,33.6587294,-117.972755,G2U-ROOFTOP,(675) 204-2840,OPEN,2021-09-21,,24928.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-99cabc61ea376357ef624ecc180194fc-23d6be90dd55fa5435364945ea6d72b9,566,Bentley's Pet Stuff,,,CA| Earthwise Pet Supply & Grooming Huntington Beach,69,8901 Atlanta Ave,,Huntington Beach,CA,92646,United States,33.6587294,-117.972755,G2U-ROOFTOP,(675) 204-2840,OPEN,2021-10-29,2022-08-12,24928.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-0fd5578f7f232e855d0c3175c6ed7b42-224e6e3f2559663ecf4f919f0a806c4d,566,Bentley's Pet Stuff,,,Earthwise Pet Supply & Grooming,,8901 Atlanta Avenue,,Huntington Beach,CA,92646,United States,33.6587403,-117.9727661,G2S-ROOFTOP-A,(657) 204-2840,OPEN,2023-04-22,,24928.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-41e99a83d1f989308501d3fe05c1c835-4136ed6e2af875ea1a8bc2e5e4a72837,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff Lincoln Park,61226,2210 N. Halsted Chicago,,Il,Chicago,60602,United States,41.922207,-87.6488947,ROOFTOP,773-904-7040,OPEN,2017-04-27,,,Bentley's Pet Stuff,,,29.0,2025-03-24
566-41e99a83d1f989308501d3fe05c1c835-4136ed6e2af875ea1a8bc2e5e4a72837,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff Lincoln Park,61226,2210 N. Halsted Chicago,,Il,Chicago,60602,United States,41.922207,-87.6488947,ROOFTOP,773-904-7040,OPEN,,2018-01-26,,Bentley's Pet Stuff,,,29.0,2025-03-24
566-2014851705270b6a2573d8eed72538c6-fc92557c6baab3939235e6b8d63c5faf,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff - Willow Lake Indianapolis,263784,2902 W. 86th St. Suite 60,,Indiana,United,46268,United States,39.9125246,-86.2118371999999,ROOFTOP,317-661-3683,OPEN,2017-04-27,,18777.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-2014851705270b6a2573d8eed72538c6-fc92557c6baab3939235e6b8d63c5faf,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff - Willow Lake Indianapolis,263784,2902 W. 86th St. Suite 60,,Indiana,United,46268,United States,39.9125246,-86.2118371999999,ROOFTOP,317-661-3683,OPEN,,2018-01-26,18777.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-1a8e39a35a8f1b47455c4277a7f19053-fc92557c6baab3939235e6b8d63c5faf,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff - Willow Lake Indianapolis,263784,"2902 W. 86Th St., Suite 60",,Indiana,IN,46268,United States,39.9125491,-86.2112005,G2S-ROOFTOP-A,(317) 661-3683,OPEN,2017-07-26,,18777.0,Bentley's Pet Stuff,,,29.0,2025-03-24
566-1a8e39a35a8f1b47455c4277a7f19053-fc92557c6baab3939235e6b8d63c5faf,566,Bentley's Pet Stuff,,,Bentley's Pet Stuff - Willow Lake Indianapolis,263784,"2902 W. 86Th St., Suite 60",,Indiana,IN,46268,United States,39.9125491,-86.2112005,G2S-ROOFTOP-A,(317) 661-3683,OPEN,,2019-07-16,18777.0,Bentley's Pet Stuff,,,29.0,2025-03-24
